,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
1428485,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Females,72.0
1428613,2003/2004,Canada,University,"Total, credential type","Total, registration status","Total, sex",27.0
1428614,2003/2004,Canada,University,"Total, credential type","Total, registration status",Males,18.0
1428615,2003/2004,Canada,University,"Total, credential type","Total, registration status",Females,9.0
1428616,2003/2004,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
1428617,2003/2004,Canada,University,"Total, credential type",Full-time student,"Total, sex",6.0
1428618,2003/2004,Canada,University,"Total, credential type",Full-time student,Males,3.0
1428619,2003/2004,Canada,University,"Total, credential type",Full-time student,Females,3.0
1428620,2003/2004,Canada,University,"Total, credential type",Part-time student,"Total, sex",21.0
1428621,2003/2004,Canada,University,"Total, credential type",Part-time student,Males,18.0
1428622,2003/2004,Canada,University,"Total, credential type",Part-time student,Females,6.0
1428623,2003/2004,Canada,University,"Total, credential type",Part-time student,Sex unknown,
1428752,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",27.0
1428753,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status",Males,18.0
1428754,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status",Females,9.0
1428755,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status",Sex unknown,
1428756,2003/2004,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",6.0
1428757,2003/2004,Canada,University,"Not applicable, credential type",Full-time student,Males,3.0
1428758,2003/2004,Canada,University,"Not applicable, credential type",Full-time student,Females,3.0
1428759,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",21.0
1428760,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Males,18.0
1428761,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Females,6.0
1428762,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Sex unknown,
1428894,2003/2004,Canada,University,"Total, credential type","Total, registration status","Total, sex",21.0
1428895,2003/2004,Canada,University,"Total, credential type","Total, registration status",Males,
1428896,2003/2004,Canada,University,"Total, credential type","Total, registration status",Females,
1428897,2003/2004,Canada,University,"Total, credential type","Total, registration status",Sex unknown,21.0
1428898,2003/2004,Canada,University,"Total, credential type",Part-time student,"Total, sex",21.0
1428899,2003/2004,Canada,University,"Total, credential type",Part-time student,Males,
1428900,2003/2004,Canada,University,"Total, credential type",Part-time student,Females,
1428901,2003/2004,Canada,University,"Total, credential type",Part-time student,Sex unknown,21.0
1429024,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",21.0
1429025,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status",Males,
1429026,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status",Females,
1429027,2003/2004,Canada,University,"Not applicable, credential type","Total, registration status",Sex unknown,21.0
1429028,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",21.0
1429029,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Males,
1429030,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Females,
1429031,2003/2004,Canada,University,"Not applicable, credential type",Part-time student,Sex unknown,21.0
1429171,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",26748.0
1429172,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,20253.0
1429173,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,6333.0
1429174,2003/2004,Canada,College,"Total, credential type","Total, registration status",Sex unknown,162.0
1429175,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",21954.0
1429176,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,17232.0
1429177,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,4566.0
1429178,2003/2004,Canada,College,"Total, credential type",Full-time student,Sex unknown,156.0
1429179,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",4794.0
1429180,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,3021.0
1429181,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,1767.0
1429182,2003/2004,Canada,College,"Total, credential type",Part-time student,Sex unknown,3.0
1429390,2003/2004,Canada,College,Certificate,"Total, registration status","Total, sex",972.0
1429391,2003/2004,Canada,College,Certificate,"Total, registration status",Males,621.0
1429392,2003/2004,Canada,College,Certificate,"Total, registration status",Females,345.0
1429393,2003/2004,Canada,College,Certificate,"Total, registration status",Sex unknown,6.0
1429394,2003/2004,Canada,College,Certificate,Full-time student,"Total, sex",591.0
1429395,2003/2004,Canada,College,Certificate,Full-time student,Males,390.0
1429396,2003/2004,Canada,College,Certificate,Full-time student,Females,198.0
1429397,2003/2004,Canada,College,Certificate,Full-time student,Sex unknown,0.0
1429398,2003/2004,Canada,College,Certificate,Part-time student,"Total, sex",378.0
1429399,2003/2004,Canada,College,Certificate,Part-time student,Males,228.0
1429400,2003/2004,Canada,College,Certificate,Part-time student,Females,144.0
1429401,2003/2004,Canada,College,Certificate,Part-time student,Sex unknown,3.0
1429557,2003/2004,Canada,College,Diploma,"Total, registration status","Total, sex",11046.0
1429558,2003/2004,Canada,College,Diploma,"Total, registration status",Males,8670.0
1429559,2003/2004,Canada,College,Diploma,"Total, registration status",Females,2355.0
1429560,2003/2004,Canada,College,Diploma,"Total, registration status",Sex unknown,21.0
1429561,2003/2004,Canada,College,Diploma,Full-time student,"Total, sex",9648.0
1429562,2003/2004,Canada,College,Diploma,Full-time student,Males,7704.0
1429563,2003/2004,Canada,College,Diploma,Full-time student,Females,1926.0
1429564,2003/2004,Canada,College,Diploma,Full-time student,Sex unknown,21.0
1429565,2003/2004,Canada,College,Diploma,Part-time student,"Total, sex",1398.0
1429566,2003/2004,Canada,College,Diploma,Part-time student,Males,966.0
1429567,2003/2004,Canada,College,Diploma,Part-time student,Females,432.0
1429568,2003/2004,Canada,College,Diploma,Part-time student,Sex unknown,
1429713,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status","Total, sex",555.0
1429714,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status",Males,441.0
1429715,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status",Females,111.0
1429716,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status",Sex unknown,3.0
1429717,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,"Total, sex",462.0
1429718,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,Males,372.0
1429719,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,Females,87.0
1429720,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,Sex unknown,3.0
1429721,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,"Total, sex",96.0
1429722,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,Males,72.0
1429723,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,Females,24.0
1429724,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,Sex unknown,
1429869,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status","Total, sex",1962.0
1429870,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status",Males,1440.0
1429871,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status",Females,522.0
1429872,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status",Sex unknown,
1429873,2003/2004,Canada,College,Attestation and other short program credentials,Full-time student,"Total, sex",1494.0
1429874,2003/2004,Canada,College,Attestation and other short program credentials,Full-time student,Males,1173.0
1429875,2003/2004,Canada,College,Attestation and other short program credentials,Full-time student,Females,321.0
1429876,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,"Total, sex",468.0
1429877,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,Males,267.0
1429878,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,Females,201.0
1429879,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,Sex unknown,
1430013,2003/2004,Canada,College,Associate degree,"Total, registration status","Total, sex",96.0
1430014,2003/2004,Canada,College,Associate degree,"Total, registration status",Males,81.0
1430015,2003/2004,Canada,College,Associate degree,"Total, registration status",Females,15.0
1430016,2003/2004,Canada,College,Associate degree,Full-time student,"Total, sex",87.0
1430017,2003/2004,Canada,College,Associate degree,Full-time student,Males,75.0
1430018,2003/2004,Canada,College,Associate degree,Full-time student,Females,12.0
1430019,2003/2004,Canada,College,Associate degree,Part-time student,"Total, sex",9.0
1430020,2003/2004,Canada,College,Associate degree,Part-time student,Males,3.0
1430021,2003/2004,Canada,College,Associate degree,Part-time student,Females,3.0
1430156,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status","Total, sex",11802.0
1430157,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Males,8877.0
1430158,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Females,2916.0
1430159,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Sex unknown,9.0
1430160,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,"Total, sex",9393.0
1430161,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Males,7395.0
1430162,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Females,1986.0
1430163,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Sex unknown,9.0
1430164,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,"Total, sex",2409.0
1430165,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,Males,1479.0
1430166,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,Females,930.0
1430167,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,Sex unknown,
1430319,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",318.0
1430320,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,126.0
1430321,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Females,69.0
1430322,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,123.0
1430323,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",279.0
1430324,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Males,123.0
1430325,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Females,36.0
1430326,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Sex unknown,123.0
1430327,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",39.0
1430328,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,6.0
1430329,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Females,33.0
1430330,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Sex unknown,
1430466,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",
1430467,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,
1430468,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,
1430469,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",
1430470,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
1430471,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,
1430472,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",
1430473,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,
1430474,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,
1430635,2003/2004,Canada,College,Certificate,"Total, registration status","Total, sex",
1430636,2003/2004,Canada,College,Certificate,"Total, registration status",Females,
1430637,2003/2004,Canada,College,Certificate,Part-time student,"Total, sex",
1430638,2003/2004,Canada,College,Certificate,Part-time student,Females,
1430716,2003/2004,Canada,College,Diploma,"Total, registration status","Total, sex",
1430717,2003/2004,Canada,College,Diploma,"Total, registration status",Males,
1430718,2003/2004,Canada,College,Diploma,"Total, registration status",Females,
1430719,2003/2004,Canada,College,Diploma,Full-time student,"Total, sex",
1430720,2003/2004,Canada,College,Diploma,Full-time student,Males,
1430721,2003/2004,Canada,College,Diploma,Full-time student,Females,
1430722,2003/2004,Canada,College,Diploma,Part-time student,"Total, sex",
1430723,2003/2004,Canada,College,Diploma,Part-time student,Males,
1430724,2003/2004,Canada,College,Diploma,Part-time student,Females,
1430974,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",
1430975,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,
1430976,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",
1430977,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,
1431078,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",
1431079,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,
1431080,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,
1431081,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",
1431082,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
1431083,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,
1431180,2003/2004,Canada,College,Certificate,"Total, registration status","Total, sex",
1431181,2003/2004,Canada,College,Certificate,"Total, registration status",Males,
1431182,2003/2004,Canada,College,Certificate,"Total, registration status",Females,
1431183,2003/2004,Canada,College,Certificate,Full-time student,"Total, sex",
1431184,2003/2004,Canada,College,Certificate,Full-time student,Males,
1431185,2003/2004,Canada,College,Certificate,Full-time student,Females,
1431523,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",25875.0
1431524,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,19602.0
1431525,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,6111.0
1431526,2003/2004,Canada,College,"Total, credential type","Total, registration status",Sex unknown,159.0
1431527,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",21228.0
1431528,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,16665.0
1431529,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,4410.0
1431530,2003/2004,Canada,College,"Total, credential type",Full-time student,Sex unknown,153.0
1431531,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",4644.0
1431532,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,2937.0
1431533,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,1704.0
1431534,2003/2004,Canada,College,"Total, credential type",Part-time student,Sex unknown,3.0
1431690,2003/2004,Canada,College,Certificate,"Total, registration status","Total, sex",801.0
1431691,2003/2004,Canada,College,Certificate,"Total, registration status",Males,501.0
1431692,2003/2004,Canada,College,Certificate,"Total, registration status",Females,294.0
1431693,2003/2004,Canada,College,Certificate,"Total, registration status",Sex unknown,6.0
1431694,2003/2004,Canada,College,Certificate,Full-time student,"Total, sex",432.0
1431695,2003/2004,Canada,College,Certificate,Full-time student,Males,279.0
1431696,2003/2004,Canada,College,Certificate,Full-time student,Females,150.0
1431697,2003/2004,Canada,College,Certificate,Full-time student,Sex unknown,0.0
1431698,2003/2004,Canada,College,Certificate,Part-time student,"Total, sex",369.0
1431699,2003/2004,Canada,College,Certificate,Part-time student,Males,225.0
1431700,2003/2004,Canada,College,Certificate,Part-time student,Females,141.0
1431701,2003/2004,Canada,College,Certificate,Part-time student,Sex unknown,3.0
1431857,2003/2004,Canada,College,Diploma,"Total, registration status","Total, sex",11040.0
1431858,2003/2004,Canada,College,Diploma,"Total, registration status",Males,8667.0
1431859,2003/2004,Canada,College,Diploma,"Total, registration status",Females,2355.0
1431860,2003/2004,Canada,College,Diploma,"Total, registration status",Sex unknown,21.0
1431861,2003/2004,Canada,College,Diploma,Full-time student,"Total, sex",9648.0
1431862,2003/2004,Canada,College,Diploma,Full-time student,Males,7701.0
1431863,2003/2004,Canada,College,Diploma,Full-time student,Females,1926.0
1431864,2003/2004,Canada,College,Diploma,Full-time student,Sex unknown,21.0
1431865,2003/2004,Canada,College,Diploma,Part-time student,"Total, sex",1395.0
1431866,2003/2004,Canada,College,Diploma,Part-time student,Males,966.0
1431867,2003/2004,Canada,College,Diploma,Part-time student,Females,429.0
1431868,2003/2004,Canada,College,Diploma,Part-time student,Sex unknown,
1432017,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status","Total, sex",1962.0
1432018,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status",Males,1440.0
1432019,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status",Females,522.0
1432020,2003/2004,Canada,College,Attestation and other short program credentials,"Total, registration status",Sex unknown,
1432021,2003/2004,Canada,College,Attestation and other short program credentials,Full-time student,"Total, sex",1494.0
1432022,2003/2004,Canada,College,Attestation and other short program credentials,Full-time student,Males,1173.0
1432023,2003/2004,Canada,College,Attestation and other short program credentials,Full-time student,Females,321.0
1432024,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,"Total, sex",468.0
1432025,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,Males,267.0
1432026,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,Females,201.0
1432027,2003/2004,Canada,College,Attestation and other short program credentials,Part-time student,Sex unknown,
1432173,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status","Total, sex",11802.0
1432174,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Males,8877.0
1432175,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Females,2916.0
1432176,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Sex unknown,9.0
1432177,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,"Total, sex",9393.0
1432178,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Males,7395.0
1432179,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Females,1986.0
1432180,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Sex unknown,9.0
1432181,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,"Total, sex",2409.0
1432182,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,Males,1479.0
1432183,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,Females,930.0
1432184,2003/2004,Canada,College,Other type of credential associated with a program,Part-time student,Sex unknown,
1432333,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",267.0
1432334,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,117.0
1432335,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Females,27.0
1432336,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,123.0
1432337,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",264.0
1432338,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Males,114.0
1432339,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Females,24.0
1432340,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Sex unknown,123.0
1432341,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",3.0
1432342,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,3.0
1432343,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Females,3.0
1432477,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",171.0
1432478,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,120.0
1432479,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,54.0
1432480,2003/2004,Canada,College,"Total, credential type","Total, registration status",Sex unknown,
1432481,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",159.0
1432482,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,114.0
1432483,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,48.0
1432484,2003/2004,Canada,College,"Total, credential type",Full-time student,Sex unknown,
1432485,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",12.0
1432486,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,9.0
1432487,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,3.0
1432623,2003/2004,Canada,College,Certificate,"Total, registration status","Total, sex",168.0
1432624,2003/2004,Canada,College,Certificate,"Total, registration status",Males,117.0
1432625,2003/2004,Canada,College,Certificate,"Total, registration status",Females,51.0
1432626,2003/2004,Canada,College,Certificate,"Total, registration status",Sex unknown,
1432627,2003/2004,Canada,College,Certificate,Full-time student,"Total, sex",159.0
1432628,2003/2004,Canada,College,Certificate,Full-time student,Males,114.0
1432629,2003/2004,Canada,College,Certificate,Full-time student,Females,48.0
1432630,2003/2004,Canada,College,Certificate,Full-time student,Sex unknown,
1432631,2003/2004,Canada,College,Certificate,Part-time student,"Total, sex",12.0
1432632,2003/2004,Canada,College,Certificate,Part-time student,Males,6.0
1432633,2003/2004,Canada,College,Certificate,Part-time student,Females,3.0
1432740,2003/2004,Canada,College,Diploma,"Total, registration status","Total, sex",3.0
1432741,2003/2004,Canada,College,Diploma,"Total, registration status",Males,3.0
1432742,2003/2004,Canada,College,Diploma,"Total, registration status",Females,0.0
1432743,2003/2004,Canada,College,Diploma,Full-time student,"Total, sex",0.0
1432744,2003/2004,Canada,College,Diploma,Full-time student,Males,0.0
1432745,2003/2004,Canada,College,Diploma,Full-time student,Females,
1432746,2003/2004,Canada,College,Diploma,Part-time student,"Total, sex",0.0
1432747,2003/2004,Canada,College,Diploma,Part-time student,Males,0.0
1432748,2003/2004,Canada,College,Diploma,Part-time student,Females,0.0
1432932,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",
1432933,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,
1432934,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,
1432935,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",
1432936,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
1432937,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,
1432938,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",
1432939,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,
1432940,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,
1433036,2003/2004,Canada,College,Diploma,"Total, registration status","Total, sex",
1433037,2003/2004,Canada,College,Diploma,"Total, registration status",Males,
1433038,2003/2004,Canada,College,Diploma,"Total, registration status",Females,
1433039,2003/2004,Canada,College,Diploma,Full-time student,"Total, sex",
1433040,2003/2004,Canada,College,Diploma,Full-time student,Males,
1433041,2003/2004,Canada,College,Diploma,Full-time student,Females,
1433042,2003/2004,Canada,College,Diploma,Part-time student,"Total, sex",
1433043,2003/2004,Canada,College,Diploma,Part-time student,Males,
1433044,2003/2004,Canada,College,Diploma,Part-time student,Females,
1433198,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",651.0
1433199,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,522.0
1433200,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,126.0
1433201,2003/2004,Canada,College,"Total, credential type","Total, registration status",Sex unknown,3.0
1433202,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",549.0
1433203,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,447.0
1433204,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,99.0
1433205,2003/2004,Canada,College,"Total, credential type",Full-time student,Sex unknown,3.0
1433206,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",105.0
1433207,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,75.0
1433208,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,27.0
1433209,2003/2004,Canada,College,"Total, credential type",Part-time student,Sex unknown,
1433351,2003/2004,Canada,College,Certificate,"Total, registration status","Total, sex",
1433352,2003/2004,Canada,College,Certificate,"Total, registration status",Males,
1433353,2003/2004,Canada,College,Certificate,"Total, registration status",Females,
1433354,2003/2004,Canada,College,Certificate,"Total, registration status",Sex unknown,
1433355,2003/2004,Canada,College,Certificate,Full-time student,"Total, sex",
1433356,2003/2004,Canada,College,Certificate,Full-time student,Males,
1433357,2003/2004,Canada,College,Certificate,Full-time student,Females,
1433358,2003/2004,Canada,College,Certificate,Full-time student,Sex unknown,
1433359,2003/2004,Canada,College,Certificate,Part-time student,"Total, sex",
1433360,2003/2004,Canada,College,Certificate,Part-time student,Males,
1433543,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status","Total, sex",555.0
1433544,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status",Males,441.0
1433545,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status",Females,111.0
1433546,2003/2004,Canada,College,Degree (includes applied degree),"Total, registration status",Sex unknown,3.0
1433547,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,"Total, sex",462.0
1433548,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,Males,372.0
1433549,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,Females,87.0
1433550,2003/2004,Canada,College,Degree (includes applied degree),Full-time student,Sex unknown,3.0
1433551,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,"Total, sex",96.0
1433552,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,Males,72.0
1433553,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,Females,24.0
1433554,2003/2004,Canada,College,Degree (includes applied degree),Part-time student,Sex unknown,
1433684,2003/2004,Canada,College,Associate degree,"Total, registration status","Total, sex",96.0
1433685,2003/2004,Canada,College,Associate degree,"Total, registration status",Males,81.0
1433686,2003/2004,Canada,College,Associate degree,"Total, registration status",Females,15.0
1433687,2003/2004,Canada,College,Associate degree,Full-time student,"Total, sex",87.0
1433688,2003/2004,Canada,College,Associate degree,Full-time student,Males,75.0
1433689,2003/2004,Canada,College,Associate degree,Full-time student,Females,12.0
1433690,2003/2004,Canada,College,Associate degree,Part-time student,"Total, sex",9.0
1433691,2003/2004,Canada,College,Associate degree,Part-time student,Males,3.0
1433692,2003/2004,Canada,College,Associate degree,Part-time student,Females,3.0
1433821,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",
1433822,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,
1433823,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Females,
1433824,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",
1433825,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Males,
1433826,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Females,
1433827,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",
1433828,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,
1433829,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Females,
1433919,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",
1433920,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,
1433921,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,
1433922,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",
1433923,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
1433924,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,
1433925,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",
1433926,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,
1433927,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,
1434043,2003/2004,Canada,College,Diploma,"Total, registration status","Total, sex",
1434044,2003/2004,Canada,College,Diploma,"Total, registration status",Males,
1434045,2003/2004,Canada,College,Diploma,"Total, registration status",Females,
1434046,2003/2004,Canada,College,Diploma,Full-time student,"Total, sex",
1434047,2003/2004,Canada,College,Diploma,Full-time student,Males,
1434048,2003/2004,Canada,College,Diploma,Full-time student,Females,
1434049,2003/2004,Canada,College,Diploma,Part-time student,"Total, sex",
1434050,2003/2004,Canada,College,Diploma,Part-time student,Males,
1434051,2003/2004,Canada,College,Diploma,Part-time student,Females,
1434422,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",
1434423,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,
1434424,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,
1434425,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",
1434426,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
